min,sec,v
647,30,-7.2929999999999975
648,0,-7.601
648,30,-6.619
649,0,1.087
649,30,2.7310000000000003
650,0,-14.638
650,30,-6.609
651,0,0.325
651,30,0.125
652,0,0.75
652,30,-5.024
653,0,0.04
653,30,2.782
654,0,-1.224
654,30,-3.543
655,0,9.256
655,30,-4.593999999999999
656,0,-10.697000000000001
656,30,8.033
657,0,-0.20800000000000002
657,30,-12.192
658,0,0.315
658,30,11.079
659,0,15.642999999999999
659,30,2.126
660,0,-11.11
660,30,2.963
661,0,9.027999999999999
661,30,-5.891
662,0,-6.034
662,30,-4.746
663,0,-5.916
663,30,1.78
664,0,4.836
664,30,6.516
665,0,1.4669999999999999
665,30,-2.342
666,0,3.053
666,30,3.8739999999999997
667,0,-4.277
667,30,-5.791
668,0,-4.99
668,30,-3.64
669,0,-4.495
669,30,-1.002
670,0,5.309
670,30,2.636
671,0,0.031
671,30,0.263
672,0,-2.9619999999999997
672,30,-6.563
673,0,-0.233
673,30,7.899
674,0,-2.292
674,30,-8.714
675,0,1.824
675,30,5.581
676,0,-0.124
676,30,1.624
677,0,1.604
677,30,-4.069
678,0,-6.58
678,30,-4.669
679,0,3.6860000000000004
679,30,3.304
680,0,-3.634
680,30,-1.1320000000000001
681,0,-3.7680000000000002
681,30,-4.731
682,0,4.563
682,30,8.796
683,0,0.349
683,30,-5.523
684,0,-5.587999999999999
684,30,-1.228
685,0,3.91
685,30,3.06
686,0,-0.457
686,30,-2.9760000000000004
687,0,-2.269
687,30,-7.131
688,0,1.3
688,30,5.388999999999999
689,0,-1.62
689,30,-0.623
690,0,-2.967
690,30,-5.391
691,0,0.8009999999999999
691,30,-2.887
692,0,-0.16
692,30,5.727
693,0,-2.141
693,30,-5.544
694,0,3.455
694,30,2.452
695,0,-5.029
695,30,0.562
696,0,0.892
696,30,-4.94
697,0,-4.17
697,30,-2.825
698,0,-0.5479999999999999
698,30,-0.36
699,0,-4.0089999999999995
699,30,-0.33899999999999997
700,0,5.081
700,30,5.402
701,0,2.932
701,30,-0.268
702,0,-1.2
702,30,-2.721
703,0,-4.1610000000000005
703,30,-3.31
704,0,-1.505
704,30,-0.8170000000000001
705,0,0.018000000000000002
705,30,-0.655
706,0,1.993
706,30,4.041
707,0,3.468
707,30,-1.521
708,0,-7.352
708,30,-0.331
709,0,3.384
709,30,-2.207
710,0,-7.404
710,30,-3.029
711,0,0.93
711,30,-1.889
712,0,0.894
712,30,5.43
713,0,0.53
713,30,-3.1039999999999996
714,0,-0.507
714,30,2.015
715,0,0.321
715,30,-1.187
716,0,-4.874
716,30,0.34299999999999997
717,0,3.0869999999999997
717,30,-2.202
718,0,-4.806
718,30,-1.86
719,0,3.444
719,30,4.045
720,0,0.912
720,30,-1.5030000000000001
721,0,-1.329
721,30,-0.502
722,0,1.341
722,30,5.635
723,0,-0.917
723,30,-7.257999999999999
724,0,-2.069
724,30,-2.6010000000000004
725,0,-2.891
725,30,5.5070000000000014
726,0,3.469
726,30,-2.5
727,0,-2.367
727,30,-0.565
728,0,1.431
728,30,1.072
729,0,-1.168
729,30,-0.062
730,0,-0.499
730,30,-6.037000000000001
731,0,-4.081
731,30,0.905
732,0,0.282
732,30,-3.037
733,0,-0.6409999999999999
733,30,1.341
734,0,-0.03
734,30,0.632
735,0,1.146
735,30,-3.867
736,0,-2.865
736,30,-0.389
737,0,-1.401
737,30,-2.614
738,0,-3.23
738,30,-1.129
739,0,2.7039999999999997
739,30,0.16
740,0,0.242
740,30,0.929
741,0,-0.846
741,30,0.40399999999999997
742,0,-1.715
742,30,-2.6319999999999997
743,0,-0.125
743,30,1.281
744,0,1.3840000000000001
744,30,-3.8089999999999997
745,0,-2.35
745,30,0.7120000000000001
746,0,-0.493
746,30,1.4680000000000002
747,0,1.18
747,30,-0.133
748,0,-0.583
748,30,-1.141
749,0,1.3359999999999999
749,30,0.996
750,0,-3.387
750,30,-2.448
751,0,-3.105
751,30,-3.6910000000000003
752,0,-0.574
752,30,2.0709999999999997
753,0,2.4730000000000003
753,30,-0.16
754,0,-0.447
754,30,0.129
755,0,-3.827
755,30,-0.812
756,0,0.158
756,30,-2.685
757,0,-3.122
757,30,-2.258
758,0,-2.239
758,30,-2.383
759,0,2.441
759,30,8.913
760,0,5.755
760,30,-5.876
761,0,-7.397
761,30,-6.2410000000000005
762,0,-2.795
762,30,3.55
763,0,3.8339999999999996
763,30,1.247
764,0,0.7090000000000001
764,30,-3.165
765,0,1.5230000000000001
765,30,3.909
766,0,3.205
766,30,-1.642
767,0,-6.782
767,30,-2.286
768,0,1.339
768,30,-1.278
769,0,1.042
769,30,2.114
770,0,2.033
770,30,-1.735
771,0,-3.966
771,30,-2.002
772,0,1.729
772,30,3.2939999999999996
773,0,-1.837
773,30,0.609
774,0,1.6869999999999998
774,30,-4.3180000000000005
775,0,-3.179
775,30,3.5439999999999996
776,0,0.20600000000000002
776,30,-2.064
777,0,-3.7539999999999996
777,30,-6.105
778,0,-0.16
778,30,4.121
779,0,5.779
779,30,3.653
780,0,-3.343
780,30,-1.594
781,0,-0.262
781,30,-3.748
782,0,-2.405
782,30,-0.475
783,0,-0.226
783,30,-2.511
784,0,-0.158
784,30,4.6339999999999995
785,0,0.363
785,30,0.252
786,0,1.474
786,30,-2.903
787,0,-4.71
787,30,-3.424
788,0,0.235
788,30,2.12
789,0,-1.14
789,30,-1.784
790,0,1.561
790,30,-0.3720000000000001
791,0,0.527
791,30,1.4369999999999998
792,0,-4.54
792,30,-5.207000000000002
793,0,3.665
793,30,0.902
794,0,-1.395
794,30,4.107
795,0,-1.065
795,30,-9.502
796,0,-1.4609999999999999
796,30,0.125
797,0,-3.784
797,30,4.6530000000000005
798,0,5.465
798,30,-1.837
799,0,-1.993
799,30,0.7879999999999999
800,0,1.005
800,30,-2.198
801,0,-4.675
801,30,-0.28300000000000003
802,0,-1.472
802,30,-5.285
803,0,2.577
803,30,6.9179999999999975
804,0,-1.082
804,30,-1.71
805,0,2.378
805,30,-3.04
806,0,-5.596
806,30,1.117
807,0,6.56
807,30,-0.991
808,0,-6.169
808,30,-0.746
809,0,2.483
809,30,-2.331
810,0,0.83
810,30,4.232
811,0,-5.322
811,30,-7.272
812,0,1.536
812,30,1.639
813,0,1.579
813,30,1.5330000000000001
814,0,-4.154
814,30,-4.775
815,0,-2.5980000000000003
815,30,-0.539
816,0,-1.133
816,30,-6.504
817,0,-2.045
817,30,3.247
818,0,0.741
818,30,-1.902
819,0,0.294
819,30,0.272
820,0,-2.369
820,30,12.218
821,0,5.121
821,30,-11.51
822,0,-7.752999999999999
822,30,-1.63
823,0,1.315
823,30,4.587
824,0,2.1959999999999997
824,30,-1.442
825,0,3.16
825,30,0.8320000000000001
826,0,-1.32
826,30,4.543
827,0,-0.135
827,30,-8.498
828,0,-5.535
828,30,-6.086
829,0,-0.924
829,30,5.327000000000001
830,0,0.893
830,30,-4.288
831,0,1.0
831,30,9.41
832,0,-2.02
832,30,-0.061
833,0,1.558
833,30,-5.2
834,0,-5.843999999999999
834,30,-3.603
835,0,-2.7
835,30,3.072
836,0,0.34
836,30,-1.6159999999999999
837,0,0.20600000000000002
837,30,0.165
838,0,-0.452
838,30,1.673
839,0,-2.41
839,30,2.008
840,0,0.5770000000000001
840,30,-3.465
841,0,-3.6719999999999997
841,30,3.301
842,0,-1.516
842,30,-5.771
843,0,4.502
843,30,5.6320000000000014
844,0,-0.725
844,30,-0.9359999999999999
845,0,-4.896
845,30,-2.177
846,0,3.347
846,30,3.492
847,0,-0.185
847,30,-7.4689999999999985
848,0,-0.6970000000000001
848,30,3.863
849,0,1.679
849,30,1.181
850,0,-1.032
850,30,-5.644
851,0,-6.415
851,30,1.825
852,0,5.085
852,30,-3.326
853,0,-2.461
853,30,-1.126
854,0,-2.7710000000000004
854,30,-1.2229999999999999
855,0,2.102
855,30,6.3820000000000014
856,0,1.6469999999999998
856,30,-6.3210000000000015
857,0,-2.497
857,30,-0.22699999999999998
858,0,-3.696
858,30,-2.6010000000000004
859,0,3.943
859,30,0.8740000000000001
860,0,-4.364
860,30,-1.749
861,0,0.491
861,30,2.07
862,0,0.573
862,30,0.047
863,0,-2.988
863,30,-4.115
864,0,0.002
864,30,3.582
865,0,2.6430000000000002
865,30,-4.757
866,0,-3.71
866,30,1.444
867,0,-1.9040000000000001
867,30,-1.392
868,0,1.933
868,30,-0.929
869,0,1.035
869,30,4.132
870,0,-3.088
870,30,-9.242
871,0,4.379
871,30,5.005
872,0,-4.543
872,30,-2.694
873,0,-1.859
873,30,-5.518
874,0,-3.123
874,30,0.134
875,0,4.742
875,30,1.75
876,0,-3.0260000000000002
876,30,2.099
877,0,2.8169999999999997
877,30,-7.298999999999999
878,0,-0.7090000000000001
878,30,7.444
879,0,-3.785
879,30,-6.511
880,0,-1.219
880,30,-3.62
881,0,1.693
881,30,6.608
882,0,1.143
882,30,-1.679
883,0,-0.391
883,30,-0.537
884,0,0.16399999999999998
884,30,0.29600000000000004
885,0,-1.145
885,30,-1.6980000000000002
886,0,-3.077
886,30,-3.049
887,0,1.101
887,30,1.4509999999999998
888,0,-1.381
888,30,-0.963
889,0,1.001
889,30,0.629
890,0,-1.693
890,30,1.406
891,0,1.238
891,30,-5.428
892,0,0.914
892,30,2.299
893,0,-3.701
893,30,-3.3960000000000004
894,0,-3.1839999999999997
894,30,0.8740000000000001
895,0,3.2960000000000003
895,30,1.055
896,0,0.08900000000000001
896,30,1.357
897,0,1.5419999999999998
897,30,-0.45299999999999996
898,0,-2.6710000000000003
898,30,-2.6260000000000003
899,0,-3.196
899,30,-1.949
900,0,2.773
900,30,2.45
901,0,-3.915
901,30,-2.233
902,0,2.9610000000000003
902,30,1.103
903,0,1.7730000000000001
903,30,2.316
904,0,-0.7070000000000001
904,30,-4.272
905,0,-5.432
905,30,0.763
906,0,2.9589999999999996
906,30,0.56
907,0,0.8190000000000001
907,30,-0.47200000000000003
908,0,-2.685
908,30,-0.535
909,0,0.321
909,30,-0.145
910,0,-1.775
910,30,-4.391
911,0,-2.543
911,30,-0.16399999999999998
912,0,3.4530000000000003
912,30,3.763
913,0,0.332
913,30,-2.1069999999999998
914,0,-1.64
914,30,-0.88
915,0,-0.8959999999999999
915,30,-2.28
916,0,-0.9590000000000001
916,30,1.1
917,0,-3.553
917,30,-4.012
918,0,6.916
918,30,2.355
919,0,-6.2410000000000005
919,30,1.651
920,0,3.79
920,30,-0.004
921,0,-1.057
921,30,-6.3229999999999995
922,0,-5.315
922,30,3.0469999999999997
923,0,0.865
923,30,-0.285
924,0,0.879
924,30,-8.479
925,0,-0.301
925,30,11.478
926,0,-0.9990000000000001
926,30,-4.078
927,0,4.687
927,30,-2.758
928,0,-5.224
928,30,1.719
929,0,0.509
929,30,-3.28
930,0,-4.431
930,30,-3.0380000000000003
931,0,-0.9309999999999999
931,30,-1.02
932,0,0.179
932,30,3.551
933,0,-0.105
933,30,-1.632
934,0,3.5810000000000004
934,30,4.416
935,0,-1.033
935,30,-3.806
936,0,-8.442
936,30,-6.099
937,0,4.243
937,30,6.745
938,0,1.436
938,30,-2.085
939,0,-6.94
939,30,-9.202
940,0,2.699
940,30,8.972000000000003
941,0,7.52
941,30,-0.965
942,0,-5.275
942,30,-2.883
943,0,-1.5830000000000002
943,30,0.648
944,0,4.636
944,30,0.473
945,0,-6.871
945,30,-8.82
946,0,-2.79
946,30,2.688
947,0,1.249
947,30,1.251
948,0,1.5730000000000002
948,30,0.688
949,0,3.762
949,30,0.05
950,0,-1.714
950,30,-5.101
951,0,-5.8839999999999995
951,30,-2.263
952,0,-1.2890000000000001
952,30,-2.5869999999999997
953,0,-0.07200000000000001
953,30,2.267
954,0,-0.546
954,30,-0.086
955,0,5.71
955,30,-4.025
956,0,-8.281
956,30,0.406
957,0,3.088
957,30,-1.64
958,0,-4.158
958,30,0.966
959,0,2.997
959,30,-4.357
960,0,-4.124
960,30,7.415
961,0,4.4060000000000015
961,30,-6.443
962,0,-0.161
962,30,4.956
963,0,-1.6969999999999998
963,30,-3.82
964,0,-2.676
964,30,-2.82
965,0,-0.5539999999999999
965,30,1.301
966,0,-1.334
966,30,-0.336
967,0,-0.72
967,30,-0.711
968,0,0.769
968,30,-0.08800000000000001
969,0,2.0780000000000003
969,30,1.419
970,0,-3.9819999999999998
970,30,-3.092
971,0,0.9209999999999999
971,30,-3.571
972,0,-1.749
972,30,1.68
973,0,5.432
973,30,0.126
974,0,-3.533
974,30,-1.213
975,0,2.4619999999999997
975,30,1.288
976,0,1.296
976,30,1.575
977,0,-4.36
977,30,-7.289
978,0,-3.315
978,30,3.063
979,0,7.03
979,30,0.965
980,0,-2.161
980,30,1.3
981,0,-1.495
981,30,-1.1420000000000001
982,0,1.828
982,30,-1.713
983,0,-2.144
983,30,0.222
984,0,-0.825
984,30,-2.8160000000000003
985,0,0.518
985,30,6.888
986,0,-1.776
986,30,-5.5870000000000015
987,0,2.3040000000000003
987,30,1.5530000000000002
988,0,-0.225
988,30,-2.301
989,0,-2.266
989,30,3.7289999999999996
990,0,-1.575
990,30,-3.417
991,0,5.207000000000002
991,30,1.929
992,0,-2.707
992,30,3.241
993,0,0.887
993,30,-2.205
994,0,-0.588
994,30,-1.505
995,0,-1.148
995,30,-6.403
996,0,-6.084
996,30,6.724
997,0,16.437
997,30,4.965
998,0,-8.522
998,30,-10.076
999,0,-3.055
999,30,-8.349
1000,0,-7.235
1000,30,9.929
1001,0,8.685
1001,30,-5.6370000000000005
1002,0,-13.011
1002,30,-1.071
1003,0,11.934000000000001
1003,30,7.037000000000001
1004,0,3.0839999999999996
1004,30,2.206
1005,0,-6.632999999999999
1005,30,-19.535
1006,0,-23.451999999999998
1006,30,-5.251
1007,0,12.91
1007,30,11.357000000000001
1008,0,7.569
1008,30,4.591
1009,0,5.52
1009,30,-3.925
1010,0,-6.544
1010,30,2.9189999999999996
1011,0,-0.9179999999999999
1011,30,-2.8510000000000004
1012,0,-1.162
1012,30,1.922
1013,0,1.053
1013,30,-6.614
1014,0,-6.518
1014,30,3.471
1015,0,2.9139999999999997
1015,30,1.3119999999999998
1016,0,3.264
1016,30,3.69
1017,0,-1.73
1017,30,-1.3419999999999999
1018,0,-1.406
1018,30,-0.937
1019,0,-0.115
1019,30,-3.2769999999999997
1020,0,-1.611
1020,30,2.362
1021,0,1.34
1021,30,-2.3409999999999997
1022,0,1.155
1022,30,1.7269999999999999
1023,0,-1.112
1023,30,-2.8369999999999997
1024,0,-2.625
1024,30,-3.674
1025,0,1.258
1025,30,1.196
1026,0,-2.5980000000000003
1026,30,-2.865
1027,0,0.946
1027,30,2.168
1028,0,-0.915
1028,30,-0.75
1029,0,0.765
1029,30,1.797
1030,0,-1.145
1030,30,-1.9580000000000002
1031,0,0.893
1031,30,0.128
1032,0,-5.0
1032,30,-1.119
1033,0,1.615
1033,30,-1.5719999999999998
1034,0,-1.681
1034,30,0.433
1035,0,-4.029
1035,30,-3.6689999999999996
1036,0,3.7260000000000004
1036,30,0.797
1037,0,-1.578
1037,30,0.789
1038,0,-0.795
1038,30,0.205
1039,0,-0.067
1039,30,1.264
1040,0,2.227
1040,30,-1.6130000000000002
1041,0,-3.37
1041,30,-0.46299999999999997
1042,0,0.893
1042,30,-0.632
1043,0,-0.588
1043,30,2.654
1044,0,-1.401
1044,30,-4.371
1045,0,0.987
1045,30,2.688
1046,0,-1.6230000000000002
1046,30,-4.004
1047,0,-0.36
1047,30,-0.8240000000000001
1048,0,-2.421
1048,30,4.596
1049,0,4.598
1049,30,0.922
1050,0,0.9390000000000001
1050,30,2.8569999999999998
1051,0,3.93
1051,30,2.056
1052,0,0.405
1052,30,2.075
1053,0,4.129
1053,30,2.516
1054,0,-2.7439999999999998
1054,30,1.858
1055,0,1.912
1055,30,-3.763
1056,0,4.463
1056,30,6.5710000000000015
1057,0,-5.699
1057,30,-13.755999999999998
1058,0,-10.031
1058,30,-2.388
1059,0,-5.513
1059,30,-4.05
1060,0,-1.993
1060,30,5.888
1061,0,-7.694
1061,30,-11.055
1062,0,17.085
1062,30,-1.931
1063,0,-21.923000000000002
1063,30,-10.353
1064,0,-7.515
1064,30,-2.002
1065,0,12.556
1065,30,-7.178
1066,0,-12.265999999999998
1066,30,11.764000000000001
1067,0,13.470999999999998
1067,30,0.16399999999999998
1068,0,2.155
1068,30,8.079
1069,0,-0.203
1069,30,-1.6280000000000001
1070,0,-1.355
1070,30,-0.136
1071,0,-2.57
1071,30,-6.39
1072,0,1.8769999999999998
1072,30,3.234
1073,0,-2.803
1073,30,5.47
1074,0,5.975
1074,30,-1.3090000000000002
1075,0,-0.12
1075,30,4.61
1076,0,-2.986
1076,30,-2.4219999999999997
1077,0,0.945
1077,30,-1.5490000000000002
1078,0,-4.295
1078,30,-3.503
1079,0,4.676
1079,30,6.0429999999999975
1080,0,-5.205
1080,30,-3.964
1081,0,5.724
1081,30,-1.642
1082,0,-7.621
1082,30,-2.495
1083,0,1.245
1083,30,-6.234
1084,0,-6.7589999999999995
1084,30,5.037
1085,0,7.072
1085,30,1.5390000000000001
1086,0,0.033
1086,30,-0.033
1087,0,-0.958
1087,30,1.4280000000000002
1088,0,-0.37
1088,30,-1.83
1089,0,-3.341
1089,30,-3.2969999999999997
1090,0,1.203
1090,30,-0.325
1091,0,-0.27899999999999997
1091,30,1.237
1092,0,-1.625
1092,30,-3.665
1093,0,1.618
1093,30,4.355
1094,0,3.176
1094,30,-1.5219999999999998
1095,0,-1.047
1095,30,1.155
1096,0,-4.277
1096,30,-7.0020000000000024
1097,0,2.035
1097,30,6.11
1098,0,2.908
1098,30,-4.435
1099,0,-5.0680000000000005
1099,30,1.811
1100,0,0.057999999999999996
1100,30,-3.675
1101,0,2.929
1101,30,3.307
1102,0,-5.058
1102,30,-5.01
1103,0,2.465
1103,30,-0.765
1104,0,-4.73
1104,30,5.362
1105,0,1.27
1105,30,-6.79
1106,0,-0.373
1106,30,4.218
1107,0,-0.319
1107,30,-5.66
1108,0,-1.578
1108,30,3.1430000000000002
1109,0,-1.7630000000000001
1109,30,-1.383
1110,0,3.0610000000000004
1110,30,0.349
1111,0,-3.3089999999999997
1111,30,0.643
1112,0,3.2
1112,30,-2.675
1113,0,0.275
1113,30,6.519
1114,0,-7.178999999999999
1114,30,-11.918
1115,0,7.0829999999999975
1115,30,5.6720000000000015
1116,0,-7.556
1116,30,-7.919
1117,0,-1.075
1117,30,4.3
1118,0,-0.14400000000000002
1118,30,-0.132
1119,0,3.3110000000000004
1119,30,1.088
1120,0,-5.867000000000001
1120,30,-3.5989999999999998
1121,0,2.488
1121,30,-1.254
1122,0,-1.195
1122,30,3.147
1123,0,-1.524
1123,30,-5.045
1124,0,-1.305
1124,30,2.7439999999999998
1125,0,-0.27
1125,30,-0.8759999999999999
1126,0,-0.226
1126,30,-1.165
1127,0,-1.756
1127,30,1.5619999999999998
1128,0,4.569
1128,30,-0.867
1129,0,-4.2860000000000005
1129,30,2.658
1130,0,6.617999999999999
1130,30,-1.8969999999999998
1131,0,-12.530999999999999
1131,30,-5.1080000000000005
1132,0,6.155
1132,30,2.778
1133,0,0.948
1133,30,2.177
1134,0,0.778
1134,30,-3.323
1135,0,-6.563
1135,30,2.263
1136,0,4.577
1136,30,-2.448
1137,0,-3.1239999999999997
1137,30,-0.159
1138,0,-1.618
1138,30,-0.32899999999999996
1139,0,2.818
1139,30,2.2119999999999997
1140,0,1.212
1140,30,-2.459
1141,0,-4.104
1141,30,-2.42
1142,0,2.244
1142,30,2.431
1143,0,-1.36
1143,30,-2.985
1144,0,-3.063
1144,30,0.043
1145,0,3.46
1145,30,-5.143
1146,0,-1.104
1146,30,4.352
1147,0,-2.79
1147,30,-4.026
1148,0,1.445
1148,30,2.185
1149,0,1.02
1149,30,-1.379
1150,0,0.025
1150,30,3.265
1151,0,-3.1069999999999998
1151,30,-5.007
1152,0,-1.925
1152,30,0.34299999999999997
1153,0,-0.743
1153,30,0.97
1154,0,-2.426
1154,30,-0.507
1155,0,6.249
1155,30,0.19699999999999998
1156,0,-5.4220000000000015
1156,30,1.0190000000000001
1157,0,3.734
1157,30,-3.025
1158,0,-4.0569999999999995
1158,30,0.988
1159,0,-2.605
1159,30,-3.665
1160,0,1.8619999999999999
1160,30,4.131
1161,0,-1.534
1161,30,-3.509
1162,0,3.3789999999999996
1162,30,3.4010000000000002
1163,0,1.641
1163,30,2.62
1164,0,-2.35
1164,30,-7.4620000000000015
1165,0,-3.4389999999999996
1165,30,0.442
1166,0,0.095
1166,30,0.62
1167,0,0.7490000000000001
1167,30,1.0070000000000001
1168,0,-3.6460000000000004
1168,30,-5.1960000000000015
1169,0,2.878
1169,30,3.409
1170,0,-3.4789999999999996
1170,30,-3.054
1171,0,4.3210000000000015
1171,30,8.574
1172,0,-0.287
1172,30,-3.2289999999999996
1173,0,-1.367
1173,30,-2.274
1174,0,-6.0429999999999975
1174,30,-0.5479999999999999
1175,0,5.47
1175,30,1.7080000000000002
1176,0,-0.8270000000000001
1176,30,0.713
1177,0,0.826
1177,30,0.62
1178,0,0.165
1178,30,-0.9620000000000001
1179,0,-1.524
1179,30,-3.1489999999999996
1180,0,-3.136
1180,30,-1.4580000000000002
1181,0,0.08900000000000001
1181,30,0.894
1182,0,3.07
1182,30,0.511
1183,0,-3.2889999999999997
1183,30,0.401
1184,0,3.685
1184,30,-3.75
1185,0,-2.066
1185,30,1.087
1186,0,-3.4160000000000004
1186,30,-0.467
1187,0,-0.84
1187,30,-1.421
1188,0,-2.509
1188,30,-2.2569999999999997
1189,0,2.508
1189,30,-1.325
1190,0,-6.5820000000000025
1190,30,0.275
1191,0,7.415
1191,30,3.86
1192,0,-3.14
1192,30,-3.591
1193,0,-3.5260000000000002
1193,30,-2.096
1194,0,1.9480000000000002
1194,30,0.905
1195,0,-2.975
1195,30,-1.265
1196,0,-0.877
1196,30,-0.951
1197,0,2.7910000000000004
1197,30,-0.763
1198,0,-0.9890000000000001
1198,30,0.597
1199,0,-4.074
1199,30,0.397
1200,0,4.387
1200,30,-1.936
1201,0,-1.325
1201,30,2.028
1202,0,-0.428
1202,30,-3.792
1203,0,0.872
1203,30,4.2669999999999995
1204,0,-4.5710000000000015
1204,30,-5.4
1205,0,1.875
1205,30,1.962
1206,0,-3.3510000000000004
1206,30,0.114
1207,0,4.898
1207,30,1.571
1208,0,1.535
1208,30,-3.412
1209,0,-8.845
1209,30,2.6319999999999997
1210,0,4.872
1210,30,-2.44
1211,0,1.54
1211,30,-1.801
1212,0,-6.1679999999999975
1212,30,1.995
1213,0,3.359
1213,30,1.604
1214,0,2.496
1214,30,-1.6969999999999998
1215,0,-4.848
1215,30,-2.615
1216,0,-0.7140000000000001
1216,30,3.81
1217,0,5.566
1217,30,-3.322
1218,0,-2.9939999999999998
1218,30,-1.1179999999999999
1219,0,-4.08
1219,30,4.282
1220,0,9.32
1220,30,-2.592
1221,0,-6.218
1221,30,0.9159999999999999
1222,0,0.069
1222,30,-3.647
1223,0,4.253
1223,30,2.872
1224,0,-5.882999999999999
1224,30,-2.45
1225,0,-2.945
1225,30,-2.291
1226,0,1.531
1226,30,6.856
1227,0,6.859
1227,30,-0.728
1228,0,-8.056000000000001
1228,30,-4.583
1229,0,0.9259999999999999
1229,30,-3.577
1230,0,-3.3
1230,30,2.029
1231,0,-2.137
1231,30,1.425
1232,0,2.002
1232,30,3.7569999999999997
1233,0,2.208
1233,30,-5.7
1234,0,0.618
1234,30,5.36
1235,0,-0.10400000000000001
1235,30,-1.155
1236,0,-1.101
1236,30,-4.66
1237,0,-5.856
1237,30,-1.712
1238,0,0.884
1238,30,0.894
1239,0,3.742
1239,30,4.71
1240,0,0.8009999999999999
1240,30,-2.615
1241,0,-4.687
1241,30,-5.2
1242,0,-1.9769999999999999
1242,30,4.93
1243,0,3.127
1243,30,-0.057
1244,0,-0.976
1244,30,0.993
1245,0,6.218
1245,30,-4.423
1246,0,-5.285
1246,30,3.565
1247,0,-4.698
1247,30,-8.497
1248,0,5.62
1248,30,10.016
1249,0,-3.62
1249,30,-3.772
1250,0,-2.263
1250,30,-8.116
1251,0,-0.305
1251,30,9.252
1252,0,3.781
1252,30,-1.932
1253,0,-1.2229999999999999
1253,30,-6.097
1254,0,-3.611
1254,30,5.3260000000000005
1255,0,4.343999999999999
1255,30,-0.6629999999999999
1256,0,-6.664
1256,30,-0.35100000000000003
1257,0,4.802
1257,30,-1.5230000000000001
1258,0,1.935
1258,30,1.041
1259,0,-6.15
1259,30,-3.966
1260,0,1.982
1260,30,0.696
1261,0,-1.344
1261,30,-1.111
1262,0,-1.699
1262,30,-1.824
1263,0,-2.162
1263,30,-2.858
1264,0,-0.313
1264,30,2.9219999999999997
1265,0,-2.5810000000000004
1265,30,-0.7040000000000001
1266,0,2.984
1266,30,-0.488
1267,0,-1.1179999999999999
1267,30,0.07200000000000001
1268,0,-1.659
1268,30,-3.9589999999999996
1269,0,-2.713
1269,30,1.22
1270,0,2.435
1270,30,-0.773
1271,0,-1.484
1271,30,-0.409
1272,0,1.956
1272,30,-0.6809999999999999
1273,0,-2.681
1273,30,-0.35100000000000003
1274,0,-2.226
1274,30,-5.926
1275,0,0.598
1275,30,3.42
1276,0,2.029
1276,30,1.742
1277,0,-2.415
1277,30,-2.593
1278,0,2.129
1278,30,-2.299
1279,0,-1.844
1279,30,2.146
1280,0,0.47
